DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2020-08-05 11:15:00,4135001,SYNTHETIC_INVERTER,0.0,0.0,3706.7499395777286,35346.07151744486
2020-08-05 11:45:00,4135001,SYNTHETIC_INVERTER,0.0,0.0,3706.7499395777286,35346.07151744486
2020-08-05 12:30:00,4135001,SYNTHETIC_INVERTER,0.0,0.0,3706.7499395777286,35346.07151744486
2020-08-05 13:45:00,4135001,SYNTHETIC_INVERTER,0.0,0.0,3706.7499395777286,35346.07151744486
2020-08-05 14:45:00,4135001,SYNTHETIC_INVERTER,0.0,0.0,3706.7499395777286,35346.07151744486
2020-08-05 15:00:00,4135001,SYNTHETIC_INVERTER,0.0,0.0,3706.7499395777286,35346.07151744486
2020-08-07 13:00:00,4135001,SYNTHETIC_INVERTER,4400.0,4000.0,7013.066393071727,53495.07911562736
2020-08-09 10:15:00,4135001,SYNTHETIC_INVERTER,350.8354912916659,318.9413557196963,2714.724398179175,69268.38486578128
2020-08-09 10:30:00,4135001,SYNTHETIC_INVERTER,365.9123678204953,332.6476071095412,2797.88629995656,69351.54676755867
2020-08-09 10:45:00,4135001,SYNTHETIC_INVERTER,371.30957444286616,337.55415858442376,2882.274839602666,69435.93530720478
2020-08-09 11:00:00,4135001,SYNTHETIC_INVERTER,365.7287662612959,332.48069660117807,2965.3950137529605,69519.05548135507
2020-08-09 12:30:00,4135001,SYNTHETIC_INVERTER,385.3636560655154,350.3305964231958,3489.4930518442884,70043.1535194464
2020-08-09 13:15:00,4135001,SYNTHETIC_INVERTER,359.0690922544103,326.42644750400933,3735.799920136338,70289.46038773845
2020-08-09 13:30:00,4135001,SYNTHETIC_INVERTER,359.03524107870163,326.39567370791053,3817.398838563317,70371.05930616542
2020-08-09 14:15:00,4135001,SYNTHETIC_INVERTER,310.26948659521946,282.06316963201766,4043.209072432464,70596.86954003456
