DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2020-08-01 00:00:00,4135001,SYNTHETIC_INVERTER,75.03321510566013,68.2120137324183,17.053003433104575,17.053003433104575
2020-08-01 00:15:00,4135001,SYNTHETIC_INVERTER,83.43167678785406,75.84697889804914,36.014748157616864,36.014748157616864
2020-08-01 00:30:00,4135001,SYNTHETIC_INVERTER,91.88612674319975,83.53284249381795,56.89795878107135,56.89795878107135
2020-08-01 00:45:00,4135001,SYNTHETIC_INVERTER,74.15904366126294,67.41731241932995,73.75228688590383,73.75228688590384
2020-08-01 01:00:00,4135001,SYNTHETIC_INVERTER,73.20479317088348,66.54981197353042,90.38973987928644,90.38973987928645
2020-08-01 01:15:00,4135001,SYNTHETIC_INVERTER,81.60647052724244,74.1877004793113,108.93666499911427,108.93666499911427
2020-08-01 01:30:00,4135001,SYNTHETIC_INVERTER,54.38050659052519,49.43682417320471,121.29587104241544,121.29587104241546
2020-08-01 01:45:00,4135001,SYNTHETIC_INVERTER,67.13767308379394,61.034248257994484,136.55443310691408,136.55443310691408
2020-08-01 02:00:00,4135001,SYNTHETIC_INVERTER,74.80337973914986,68.00307249013623,153.55520122944813,153.55520122944813
2020-08-01 02:15:00,4135001,SYNTHETIC_INVERTER,62.817992470051664,57.107265881865146,167.83201769991442,167.83201769991442
2020-08-01 02:30:00,4135001,SYNTHETIC_INVERTER,64.81290401165182,58.92082182877438,182.562223157108,182.562223157108
2020-08-01 02:45:00,4135001,SYNTHETIC_INVERTER,86.95265818965913,79.04787108150829,202.32419092748506,202.3241909274851
2020-08-01 03:00:00,4135001,SYNTHETIC_INVERTER,66.57132101141785,60.519382737652585,217.45403661189823,217.45403661189823
2020-08-01 03:15:00,4135001,SYNTHETIC_INVERTER,75.05503348323282,68.23184862112073,234.5119987671784,234.51199876717843
2020-08-01 03:30:00,4135001,SYNTHETIC_INVERTER,74.06953548309598,67.33594134826906,251.34598410424567,251.3459841042457
2020-08-01 03:45:00,4135001,SYNTHETIC_INVERTER,67.69440805800771,61.54037096182518,266.731076844702,266.731076844702
2020-08-01 04:00:00,4135001,SYNTHETIC_INVERTER,74.82487236394876,68.0226112399534,283.7367296546903,283.73672965469035
2020-08-01 04:15:00,4135001,SYNTHETIC_INVERTER,55.467044580224325,50.42458598202211,296.3428761501958,296.3428761501959
2020-08-01 04:30:00,4135001,SYNTHETIC_INVERTER,61.475139084699194,55.886490076999266,310.31449866944564,310.3144986694457
2020-08-01 04:45:00,4135001,SYNTHETIC_INVERTER,72.72607851893378,66.11461683539433,326.84315287829423,326.8431528782943
2020-08-01 05:00:00,4135001,SYNTHETIC_INVERTER,61.134088390188296,55.57644399108027,340.73726387606433,340.73726387606433
2020-08-01 05:15:00,4135001,SYNTHETIC_INVERTER,60.50694529475208,55.006313904320066,354.48884235214433,354.48884235214433
2020-08-01 05:30:00,4135001,SYNTHETIC_INVERTER,42.49530172819543,38.63209248017766,364.1468654721887,364.1468654721887
2020-08-01 05:45:00,4135001,SYNTHETIC_INVERTER,46.99117786374308,42.7192526034028,374.8266786230394,374.8266786230394
2020-08-01 06:00:00,4135001,SYNTHETIC_INVERTER,50.06011529135847,45.50919571941679,386.20397755289366,386.2039775528936
2020-08-01 06:15:00,4135001,SYNTHETIC_INVERTER,197.11177566587187,179.1925233326108,431.0021083860463,431.0021083860463
2020-08-01 06:30:00,4135001,SYNTHETIC_INVERTER,202.55143341960067,184.1376667450915,477.0365250723192,477.0365250723192
2020-08-01 06:45:00,4135001,SYNTHETIC_INVERTER,209.98839400897347,190.89854000815768,524.7611600743586,524.7611600743586
2020-08-01 07:00:00,4135001,SYNTHETIC_INVERTER,358.65595816183884,326.0508710562171,606.2738778384129,606.2738778384129
2020-08-01 07:15:00,4135001,SYNTHETIC_INVERTER,471.18012213184056,428.3455655744005,713.360269232013,713.360269232013
2020-08-01 07:30:00,4135001,SYNTHETIC_INVERTER,541.9589390592437,492.6899445993124,836.5327553818411,836.5327553818411
2020-08-01 07:45:00,4135001,SYNTHETIC_INVERTER,567.8854711472248,516.2595192247499,965.5976351880286,965.5976351880286
2020-08-01 08:00:00,4135001,SYNTHETIC_INVERTER,682.1567602646163,620.1425093314693,1120.6332625208959,1120.6332625208959
2020-08-01 08:15:00,4135001,SYNTHETIC_INVERTER,774.7274531144485,704.2976846494986,1296.7076836832705,1296.7076836832705
2020-08-01 08:30:00,4135001,SYNTHETIC_INVERTER,778.7949130615701,707.9953755105182,1473.7065275609002,1473.7065275609
2020-08-01 08:45:00,4135001,SYNTHETIC_INVERTER,885.0122908510274,804.5566280463885,1674.8456845724972,1674.845684572497
2020-08-01 09:00:00,4135001,SYNTHETIC_INVERTER,975.1111821501748,886.4647110456134,1896.4618623339006,1896.4618623339004
2020-08-01 09:15:00,4135001,SYNTHETIC_INVERTER,982.8792109213871,893.5265553830791,2119.8435011796705,2119.84350117967
2020-08-01 09:30:00,4135001,SYNTHETIC_INVERTER,993.6067765801317,903.2788878001197,2345.6632231297003,2345.6632231297
2020-08-01 09:45:00,4135001,SYNTHETIC_INVERTER,1085.5242485256088,986.8402259323716,2592.3732796127933,2592.373279612793
2020-08-01 10:00:00,4135001,SYNTHETIC_INVERTER,1077.0139923907925,979.103629446175,2837.1491869743368,2837.1491869743368
2020-08-01 10:15:00,4135001,SYNTHETIC_INVERTER,1154.9825326776836,1049.9841206160759,3099.645217128356,3099.645217128356
2020-08-01 10:30:00,4135001,SYNTHETIC_INVERTER,1237.359855698917,1124.8725960899244,3380.863366150837,3380.863366150837
2020-08-01 10:45:00,4135001,SYNTHETIC_INVERTER,1216.0582468162806,1105.5074971057095,3657.2402404272643,3657.2402404272643
2020-08-01 11:00:00,4135001,SYNTHETIC_INVERTER,1278.7586092244305,1162.507826567664,3947.8671970691803,3947.8671970691803
2020-08-01 11:15:00,4135001,SYNTHETIC_INVERTER,1212.882618743903,1102.6205624944573,4223.522337692795,4223.522337692794
2020-08-01 11:30:00,4135001,SYNTHETIC_INVERTER,1225.665028672221,1114.2409351565645,4502.082571481936,4502.082571481936
2020-08-01 11:45:00,4135001,SYNTHETIC_INVERTER,1298.8338441555366,1180.7580401413968,4797.272081517285,4797.272081517285
2020-08-01 12:00:00,4135001,SYNTHETIC_INVERTER,1292.28675911187,1174.8061446471545,5090.973617679074,5090.973617679074
2020-08-01 12:15:00,4135001,SYNTHETIC_INVERTER,1272.9151672195017,1157.1956065631832,5380.272519319869,5380.272519319869
2020-08-01 12:30:00,4135001,SYNTHETIC_INVERTER,1291.5762515035137,1174.1602286395578,5673.812576479759,5673.812576479759
2020-08-01 12:45:00,4135001,SYNTHETIC_INVERTER,1240.7858572424248,1127.9871429476589,5955.809362216673,5955.809362216673
2020-08-01 13:00:00,4135001,SYNTHETIC_INVERTER,1207.198495615201,1097.4531778320008,6230.172656674674,6230.172656674674
2020-08-01 13:15:00,4135001,SYNTHETIC_INVERTER,1218.2104731819775,1107.4640665290704,6507.038673306942,6507.038673306942
2020-08-01 13:30:00,4135001,SYNTHETIC_INVERTER,1151.173275523692,1046.5211595669925,6768.668963198689,6768.66896319869
2020-08-01 13:45:00,4135001,SYNTHETIC_INVERTER,1109.6019174189446,1008.7290158354041,7020.85121715754,7020.851217157541
2020-08-01 14:00:00,4135001,SYNTHETIC_INVERTER,1090.8201918143493,991.6547198312265,7268.764897115348,7268.764897115348
2020-08-01 14:15:00,4135001,SYNTHETIC_INVERTER,1044.1330920121568,949.2119018292334,7506.067872572656,7506.067872572656
2020-08-01 14:30:00,4135001,SYNTHETIC_INVERTER,965.3373918578409,877.5794471434916,7725.462734358529,7725.462734358529
2020-08-01 14:45:00,4135001,SYNTHETIC_INVERTER,923.0387286477927,839.1261169525387,7935.244263596664,7935.244263596664
2020-08-01 15:00:00,4135001,SYNTHETIC_INVERTER,870.86636292409,791.6966935673545,8133.1684369885015,8133.168436988502
2020-08-01 15:15:00,4135001,SYNTHETIC_INVERTER,784.3023658466315,713.0021507696649,8311.418974680919,8311.418974680919
2020-08-01 15:30:00,4135001,SYNTHETIC_INVERTER,765.5948483146511,695.9953166496828,8485.417803843338,8485.41780384334
2020-08-01 15:45:00,4135001,SYNTHETIC_INVERTER,697.3798003093265,633.9816366448422,8643.91321300455,8643.913213004551
2020-08-01 16:00:00,4135001,SYNTHETIC_INVERTER,606.4140575709057,551.2855068826415,8781.734589725209,8781.73458972521
2020-08-01 16:15:00,4135001,SYNTHETIC_INVERTER,538.498778790489,489.54434435499,8904.120675813958,8904.120675813958
2020-08-01 16:30:00,4135001,SYNTHETIC_INVERTER,509.7376955705978,463.3979050641798,9019.970152080003,9019.970152080003
2020-08-01 16:45:00,4135001,SYNTHETIC_INVERTER,373.4106579979506,339.46423454359143,9104.8362107159,9104.836210715901
2020-08-01 17:00:00,4135001,SYNTHETIC_INVERTER,345.513052299338,314.10277481758,9183.361904420295,9183.361904420295
2020-08-01 17:15:00,4135001,SYNTHETIC_INVERTER,218.97772128789072,199.07065571626427,9233.12956834936,9233.12956834936
