DATE_TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-08-01 00:00:00,12.381626786940917,11.43197936475945,0.0
2020-08-01 00:15:00,12.480053484401845,10.697728440807966,0.0
2020-08-01 00:30:00,11.637949282767972,11.643838500456955,0.0
2020-08-01 00:45:00,11.826915103896269,12.546885615252885,0.0
2020-08-01 01:00:00,11.715168959240804,11.444900455607243,0.0
2020-08-01 01:15:00,10.566679592475403,10.211522908325895,0.0
2020-08-01 01:30:00,11.293028563515016,12.191168591974938,0.0
2020-08-01 01:45:00,11.668563803346792,13.02574735640464,0.0
2020-08-01 02:00:00,11.272245593511844,10.574236143096751,0.0
2020-08-01 02:15:00,12.442532776269811,12.87007673952688,0.0
2020-08-01 02:30:00,11.14897664611995,11.294984754855179,0.0
2020-08-01 02:45:00,11.234706925767167,10.416632476957842,0.0
2020-08-01 03:00:00,12.364049395371627,13.104492169399103,0.0
2020-08-01 03:15:00,12.469727048012594,12.387879584650674,0.0
2020-08-01 03:30:00,12.392463945262019,12.642108958662009,0.0
2020-08-01 03:45:00,12.63091638960412,12.147270741391672,0.0
2020-08-01 04:00:00,13.05351637128626,12.340956963983508,0.0
2020-08-01 04:15:00,13.693992052987431,13.649513174886028,0.0
2020-08-01 04:30:00,13.812784635275007,15.340772493004216,0.0
2020-08-01 04:45:00,12.994474010421044,13.030470387334477,0.0
2020-08-01 05:00:00,13.46282631969832,13.107890920458154,0.0
2020-08-01 05:15:00,14.298471597929419,14.102549219559009,0.0
2020-08-01 05:30:00,14.348192643113416,14.758306395280533,0.0
2020-08-01 05:45:00,14.63162739844999,16.288695541070513,0.0
2020-08-01 06:00:00,15.636896897588134,16.6495779124489,0.0
2020-08-01 06:15:00,15.74239385410469,18.955215788487443,0.09851642305322963
2020-08-01 06:30:00,15.291180010703334,19.054016528428587,0.09982799733745759
2020-08-01 06:45:00,17.00907474079163,20.570454848105086,0.12687295075292654
2020-08-01 07:00:00,17.383858428483347,21.030167585559393,0.22366895762539546
2020-08-01 07:15:00,17.505017779481946,24.41875301504858,0.30582277415196313
2020-08-01 07:30:00,17.47039740812603,25.12282373767825,0.3376533095068522
2020-08-01 07:45:00,19.25956213586117,28.75906411581932,0.3736581365868919
2020-08-01 08:00:00,19.350452851665093,28.869508847264427,0.4627906791073234
2020-08-01 08:15:00,20.15822276236419,29.207335241705028,0.5239581692779426
2020-08-01 08:30:00,21.22317284984984,32.4488816440149,0.5309833548010886
2020-08-01 08:45:00,20.47306248927023,32.46405128772071,0.6048729092180773
2020-08-01 09:00:00,21.410264061189004,34.43598184225508,0.6443323272856756
2020-08-01 09:15:00,22.299833709372543,35.8545951750508,0.6729745956701675
2020-08-01 09:30:00,22.102713911370046,35.674020750619476,0.6951211990063069
2020-08-01 09:45:00,23.53858601965804,38.090145951865196,0.7455860698935631
2020-08-01 10:00:00,23.86499895036792,38.625557990458894,0.7542505142620277
2020-08-01 10:15:00,23.910638739736495,38.82055926607145,0.7955191529022178
2020-08-01 10:30:00,24.620842153574316,42.065981450259486,0.8659786707791316
2020-08-01 10:45:00,24.380402311377814,43.25568444094207,0.8572328935042283
2020-08-01 11:00:00,25.236893662845148,43.76180066725623,0.8860694640524014
2020-08-01 11:15:00,25.163744357537546,43.18613730710933,0.8535454473386977
2020-08-01 11:30:00,25.535263401990186,43.00874844594758,0.861185117251483
2020-08-01 11:45:00,25.55309151556166,42.83495125940156,0.9165791576808576
2020-08-01 12:00:00,25.638054454926046,43.422094375523834,0.9076238991249448
2020-08-01 12:15:00,27.003949843656837,43.892204726616136,0.8884519584230053
2020-08-01 12:30:00,26.5760699132942,46.66564532562305,0.9084275274107722
2020-08-01 12:45:00,26.95132317639992,43.58374345073062,0.8790863032527136
2020-08-01 13:00:00,26.99590060638799,45.89468209587963,0.8570634634855894
2020-08-01 13:15:00,27.69982987613641,46.91778600799479,0.8717508198125565
