DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2020-08-05 11:00:00,4135001,SYNTHETIC_INVERTER,0.0,0.0,3729.2004423226113,35630.709870153994
2020-08-05 11:15:00,4135001,SYNTHETIC_INVERTER,0.0,0.0,3729.2004423226113,35630.709870153994
2020-08-05 11:30:00,4135001,SYNTHETIC_INVERTER,0.0,0.0,3729.2004423226113,35630.709870153994
2020-08-05 13:15:00,4135001,SYNTHETIC_INVERTER,0.0,0.0,3729.2004423226113,35630.709870153994
2020-08-05 13:30:00,4135001,SYNTHETIC_INVERTER,0.0,0.0,3729.2004423226113,35630.709870153994
2020-08-05 14:00:00,4135001,SYNTHETIC_INVERTER,0.0,0.0,3729.2004423226113,35630.709870153994
2020-08-05 14:30:00,4135001,SYNTHETIC_INVERTER,0.0,0.0,3729.2004423226113,35630.709870153994
2020-08-05 15:00:00,4135001,SYNTHETIC_INVERTER,0.0,0.0,3729.2004423226113,35630.709870153994
2020-08-09 10:00:00,4135001,SYNTHETIC_INVERTER,337.8064076611709,307.09673423742805,2718.696583330502,69601.0887867946
2020-08-09 10:15:00,4135001,SYNTHETIC_INVERTER,362.1864460128895,329.26040546626314,2801.011684697068,69683.40388816116
2020-08-09 10:30:00,4135001,SYNTHETIC_INVERTER,353.5438561517087,321.40350559246247,2881.3625610951835,69763.75476455929
2020-08-09 12:45:00,4135001,SYNTHETIC_INVERTER,371.0356042770292,337.3050947972992,3656.774703734368,70539.16690719847
2020-08-09 13:30:00,4135001,SYNTHETIC_INVERTER,364.4518663415225,331.3198784922932,3901.964999212031,70784.35720267612
2020-08-09 14:45:00,4135001,SYNTHETIC_INVERTER,279.2273992303781,253.84309020943465,4257.307269557037,71139.69947302113
2020-08-09 15:00:00,4135001,SYNTHETIC_INVERTER,257.4895291056556,234.0813900960505,4315.8276170810495,71198.21982054514
