DATE_TIME,IRRADIATION,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE
2020-08-05 11:00:00,0.8908755250159838,24.09104836103736,41.13583338269452
2020-08-05 11:15:00,0.8648941446040352,25.091611722087325,41.89114079248027
2020-08-05 11:30:00,0.8823384910526102,25.98144659632352,44.64702146016106
2020-08-05 13:15:00,0.8543273996224883,26.54849077099689,44.54200182184088
2020-08-05 13:30:00,0.8143201760191726,26.94036739586344,40.62873875521466
2020-08-05 14:00:00,0.8071725659128273,26.35016589215497,41.3774646719429
2020-08-05 14:30:00,0.7098925961299977,26.836621537265337,41.2878330141877
2020-08-05 15:00:00,0.650626623529574,26.46251626139211,38.34736307652606
2020-08-09 10:00:00,0.7847192001912636,22.92862945918848,37.63673958165458
2020-08-09 10:15:00,0.8424072566179255,22.89414499186628,39.45559332240253
2020-08-09 10:30:00,0.7953820305302833,23.49436824985332,37.906309531062185
2020-08-09 12:45:00,0.860874749371517,26.763948534533245,42.24591864322876
2020-08-09 13:30:00,0.8493084857782164,26.06131780615054,42.68963412205776
2020-08-09 14:45:00,0.6622472172309484,26.148812423518123,39.41145225600674
2020-08-09 15:00:00,0.6092729234231745,26.621012346713133,39.992490163410274
